Customer ID,Age,Gender,Category,Purchase Amount (USD),Previous Purchases,Frequency of Purchases,Subscription Status,Review Rating,Cluster,Segment
2920,64,Female,Footwear,67,31,Monthly,No,3.8,0,🛒 Frequent Shoppers
2921,33,Female,Accessories,72,3,Bi-Weekly,No,4.9,0,🛒 Frequent Shoppers
2922,20,Female,Accessories,24,11,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
2923,45,Female,Accessories,68,16,Quarterly,No,3.5,0,🛒 Frequent Shoppers
2924,28,Female,Clothing,70,12,Quarterly,No,4.2,0,🛒 Frequent Shoppers
2925,47,Female,Clothing,64,37,Every 3 Months,No,3.7,0,🛒 Frequent Shoppers
2926,54,Female,Clothing,91,43,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
2927,64,Female,Accessories,82,9,Weekly,No,4.8,0,🛒 Frequent Shoppers
2928,45,Female,Clothing,24,15,Bi-Weekly,No,2.7,0,🛒 Frequent Shoppers
2929,40,Female,Accessories,80,17,Weekly,No,3.6,0,🛒 Frequent Shoppers
2930,31,Female,Clothing,53,42,Fortnightly,No,4.5,0,🛒 Frequent Shoppers
2931,38,Female,Clothing,50,14,Monthly,No,4.0,0,🛒 Frequent Shoppers
2932,36,Female,Accessories,31,49,Bi-Weekly,No,4.5,0,🛒 Frequent Shoppers
2933,65,Female,Accessories,88,3,Quarterly,No,3.9,0,🛒 Frequent Shoppers
2934,27,Female,Accessories,52,28,Monthly,No,3.8,0,🛒 Frequent Shoppers
2935,38,Female,Accessories,22,41,Quarterly,No,4.7,0,🛒 Frequent Shoppers
2936,58,Female,Footwear,27,11,Weekly,No,4.6,0,🛒 Frequent Shoppers
2937,31,Female,Clothing,34,46,Weekly,No,3.6,0,🛒 Frequent Shoppers
2938,28,Female,Accessories,39,15,Weekly,No,4.3,0,🛒 Frequent Shoppers
2939,28,Female,Accessories,53,15,Monthly,No,3.0,0,🛒 Frequent Shoppers
2940,32,Female,Clothing,46,34,Weekly,No,4.3,0,🛒 Frequent Shoppers
2941,61,Female,Accessories,85,13,Monthly,No,4.8,0,🛒 Frequent Shoppers
2942,38,Female,Clothing,86,27,Monthly,No,3.7,0,🛒 Frequent Shoppers
2943,54,Female,Clothing,63,37,Weekly,No,2.6,0,🛒 Frequent Shoppers
2944,29,Female,Clothing,44,37,Monthly,No,3.4,0,🛒 Frequent Shoppers
2945,50,Female,Footwear,95,4,Every 3 Months,No,3.9,0,🛒 Frequent Shoppers
2946,32,Female,Accessories,49,1,Every 3 Months,No,4.8,0,🛒 Frequent Shoppers
2947,38,Female,Clothing,77,29,Quarterly,No,2.8,0,🛒 Frequent Shoppers
2948,52,Female,Accessories,63,50,Annually,No,4.4,0,🛒 Frequent Shoppers
2949,61,Female,Clothing,83,38,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
2950,25,Female,Accessories,93,15,Annually,No,3.8,0,🛒 Frequent Shoppers
2951,22,Female,Clothing,91,44,Every 3 Months,No,4.1,0,🛒 Frequent Shoppers
2952,47,Female,Accessories,99,14,Weekly,No,4.6,0,🛒 Frequent Shoppers
2953,50,Female,Accessories,24,5,Monthly,No,4.9,0,🛒 Frequent Shoppers
2954,45,Female,Clothing,82,11,Annually,No,4.8,0,🛒 Frequent Shoppers
2955,33,Female,Clothing,28,15,Annually,No,3.9,0,🛒 Frequent Shoppers
2956,42,Female,Footwear,67,46,Annually,No,2.6,0,🛒 Frequent Shoppers
2957,52,Female,Clothing,88,30,Monthly,No,3.7,0,🛒 Frequent Shoppers
2958,69,Female,Accessories,70,2,Annually,No,4.7,0,🛒 Frequent Shoppers
2959,55,Female,Clothing,100,28,Monthly,No,4.5,0,🛒 Frequent Shoppers
2960,38,Female,Accessories,28,9,Quarterly,No,4.7,0,🛒 Frequent Shoppers
2961,57,Female,Outerwear,48,47,Weekly,No,3.6,0,🛒 Frequent Shoppers
2962,33,Female,Clothing,43,21,Bi-Weekly,No,2.8,0,🛒 Frequent Shoppers
2963,57,Female,Clothing,40,42,Every 3 Months,No,4.0,0,🛒 Frequent Shoppers
2964,52,Female,Footwear,97,28,Weekly,No,3.6,0,🛒 Frequent Shoppers
2965,44,Female,Outerwear,25,13,Fortnightly,No,3.8,0,🛒 Frequent Shoppers
2966,48,Female,Accessories,45,25,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
2967,52,Female,Footwear,49,38,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
2968,34,Female,Footwear,36,40,Annually,No,3.4,0,🛒 Frequent Shoppers
2969,26,Female,Clothing,48,25,Every 3 Months,No,4.9,0,🛒 Frequent Shoppers
2970,36,Female,Accessories,62,20,Every 3 Months,No,4.3,0,🛒 Frequent Shoppers
2971,24,Female,Accessories,74,44,Bi-Weekly,No,3.4,0,🛒 Frequent Shoppers
2972,30,Female,Accessories,100,9,Every 3 Months,No,3.9,0,🛒 Frequent Shoppers
2973,31,Female,Outerwear,39,11,Every 3 Months,No,4.2,0,🛒 Frequent Shoppers
2974,25,Female,Footwear,65,3,Fortnightly,No,2.7,0,🛒 Frequent Shoppers
2975,57,Female,Footwear,99,34,Weekly,No,4.1,0,🛒 Frequent Shoppers
2976,61,Female,Accessories,68,48,Every 3 Months,No,4.5,0,🛒 Frequent Shoppers
2977,30,Female,Outerwear,97,28,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
2978,38,Female,Clothing,47,20,Annually,No,3.4,0,🛒 Frequent Shoppers
2979,53,Female,Clothing,56,49,Fortnightly,No,3.9,0,🛒 Frequent Shoppers
2980,31,Female,Clothing,91,14,Weekly,No,2.6,0,🛒 Frequent Shoppers
2981,70,Female,Accessories,93,9,Monthly,No,4.4,0,🛒 Frequent Shoppers
2982,21,Female,Clothing,36,37,Annually,No,4.9,0,🛒 Frequent Shoppers
2983,33,Female,Clothing,45,4,Weekly,No,3.6,0,🛒 Frequent Shoppers
2984,60,Female,Clothing,44,1,Quarterly,No,2.8,0,🛒 Frequent Shoppers
2985,45,Female,Accessories,32,36,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
2986,46,Female,Accessories,36,21,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
2987,62,Female,Accessories,85,16,Monthly,No,3.3,0,🛒 Frequent Shoppers
2988,63,Female,Clothing,36,42,Monthly,No,2.5,0,🛒 Frequent Shoppers
2989,69,Female,Clothing,55,31,Monthly,No,5.0,0,🛒 Frequent Shoppers
2990,46,Female,Accessories,20,6,Weekly,No,4.3,0,🛒 Frequent Shoppers
2991,69,Female,Clothing,91,24,Monthly,No,4.2,0,🛒 Frequent Shoppers
2992,66,Female,Clothing,71,7,Bi-Weekly,No,3.9,0,🛒 Frequent Shoppers
2993,41,Female,Clothing,64,25,Weekly,No,3.9,0,🛒 Frequent Shoppers
2994,32,Female,Outerwear,21,18,Bi-Weekly,No,4.2,0,🛒 Frequent Shoppers
2995,69,Female,Clothing,100,14,Quarterly,No,3.5,0,🛒 Frequent Shoppers
2996,29,Female,Clothing,96,42,Bi-Weekly,No,2.5,0,🛒 Frequent Shoppers
2997,70,Female,Accessories,91,6,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
2998,41,Female,Clothing,40,14,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
2999,31,Female,Clothing,53,30,Quarterly,No,4.7,0,🛒 Frequent Shoppers
3000,31,Female,Accessories,48,10,Monthly,No,3.8,0,🛒 Frequent Shoppers
3001,57,Female,Footwear,70,7,Weekly,No,3.7,0,🛒 Frequent Shoppers
3002,29,Female,Outerwear,29,28,Quarterly,No,4.7,0,🛒 Frequent Shoppers
3003,70,Female,Accessories,29,19,Quarterly,No,3.6,0,🛒 Frequent Shoppers
3004,51,Female,Clothing,53,13,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
3005,45,Female,Clothing,79,23,Fortnightly,No,3.7,0,🛒 Frequent Shoppers
3006,18,Female,Clothing,65,5,Weekly,No,3.5,0,🛒 Frequent Shoppers
3007,37,Female,Clothing,99,17,Bi-Weekly,No,3.7,0,🛒 Frequent Shoppers
3008,23,Female,Accessories,60,31,Weekly,No,3.0,0,🛒 Frequent Shoppers
3009,39,Female,Footwear,86,19,Weekly,No,4.9,0,🛒 Frequent Shoppers
3010,62,Female,Accessories,73,8,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
3011,70,Female,Accessories,45,15,Annually,No,3.3,0,🛒 Frequent Shoppers
3012,20,Female,Accessories,70,18,Every 3 Months,No,3.0,0,🛒 Frequent Shoppers
3013,42,Female,Accessories,65,16,Annually,No,3.5,0,🛒 Frequent Shoppers
3014,41,Female,Clothing,55,13,Monthly,No,4.2,0,🛒 Frequent Shoppers
3015,24,Female,Clothing,65,38,Every 3 Months,No,4.5,0,🛒 Frequent Shoppers
3016,37,Female,Accessories,21,27,Bi-Weekly,No,2.8,0,🛒 Frequent Shoppers
3017,30,Female,Clothing,26,31,Quarterly,No,4.9,0,🛒 Frequent Shoppers
3018,58,Female,Accessories,71,24,Bi-Weekly,No,3.3,0,🛒 Frequent Shoppers
3019,43,Female,Footwear,41,21,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
3020,19,Female,Outerwear,44,15,Annually,No,3.9,0,🛒 Frequent Shoppers
3021,23,Female,Clothing,81,48,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
3022,65,Female,Accessories,77,47,Quarterly,No,4.5,0,🛒 Frequent Shoppers
3023,58,Female,Footwear,26,23,Weekly,No,4.0,0,🛒 Frequent Shoppers
3024,50,Female,Accessories,31,4,Quarterly,No,2.9,0,🛒 Frequent Shoppers
3025,67,Female,Clothing,82,47,Every 3 Months,No,4.0,0,🛒 Frequent Shoppers
3026,40,Female,Footwear,60,7,Monthly,No,3.4,0,🛒 Frequent Shoppers
3027,55,Female,Clothing,70,6,Annually,No,2.5,0,🛒 Frequent Shoppers
3028,52,Female,Clothing,26,47,Quarterly,No,2.8,0,🛒 Frequent Shoppers
3029,62,Female,Clothing,100,7,Every 3 Months,No,3.0,0,🛒 Frequent Shoppers
3030,64,Female,Clothing,82,1,Quarterly,No,3.1,0,🛒 Frequent Shoppers
3031,43,Female,Footwear,24,23,Weekly,No,2.6,0,🛒 Frequent Shoppers
3032,61,Female,Clothing,74,30,Monthly,No,4.9,0,🛒 Frequent Shoppers
3033,26,Female,Accessories,58,24,Quarterly,No,3.5,0,🛒 Frequent Shoppers
3034,22,Female,Clothing,56,9,Weekly,No,2.6,0,🛒 Frequent Shoppers
3035,51,Female,Footwear,37,25,Quarterly,No,3.5,0,🛒 Frequent Shoppers
3036,69,Female,Accessories,64,18,Bi-Weekly,No,4.5,0,🛒 Frequent Shoppers
3037,50,Female,Clothing,58,7,Fortnightly,No,4.3,0,🛒 Frequent Shoppers
3038,51,Female,Accessories,44,2,Annually,No,4.8,0,🛒 Frequent Shoppers
3039,56,Female,Accessories,39,36,Annually,No,4.2,0,🛒 Frequent Shoppers
3040,59,Female,Clothing,48,31,Bi-Weekly,No,3.2,0,🛒 Frequent Shoppers
3041,18,Female,Accessories,32,10,Fortnightly,No,4.1,0,🛒 Frequent Shoppers
3042,48,Female,Accessories,79,27,Monthly,No,4.0,0,🛒 Frequent Shoppers
3043,53,Female,Outerwear,27,14,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
3044,45,Female,Accessories,98,17,Monthly,No,2.6,0,🛒 Frequent Shoppers
3045,21,Female,Footwear,67,10,Quarterly,No,2.7,0,🛒 Frequent Shoppers
3046,42,Female,Clothing,37,4,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
3047,60,Female,Footwear,49,25,Every 3 Months,No,3.2,0,🛒 Frequent Shoppers
3048,21,Female,Footwear,74,3,Bi-Weekly,No,4.1,0,🛒 Frequent Shoppers
3049,69,Female,Accessories,93,47,Fortnightly,No,3.9,0,🛒 Frequent Shoppers
3050,40,Female,Accessories,60,41,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
3051,31,Female,Outerwear,76,28,Every 3 Months,No,3.6,0,🛒 Frequent Shoppers
3052,44,Female,Accessories,64,49,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
3053,48,Female,Footwear,38,7,Fortnightly,No,4.5,0,🛒 Frequent Shoppers
3054,32,Female,Footwear,91,22,Monthly,No,3.2,0,🛒 Frequent Shoppers
3055,42,Female,Footwear,70,34,Monthly,No,4.9,0,🛒 Frequent Shoppers
3056,27,Female,Footwear,22,5,Bi-Weekly,No,5.0,0,🛒 Frequent Shoppers
3057,69,Female,Accessories,59,15,Bi-Weekly,No,3.8,0,🛒 Frequent Shoppers
3058,67,Female,Accessories,22,26,Weekly,No,3.4,0,🛒 Frequent Shoppers
3059,41,Female,Accessories,74,3,Fortnightly,No,3.8,0,🛒 Frequent Shoppers
3060,46,Female,Clothing,71,42,Quarterly,No,3.2,0,🛒 Frequent Shoppers
3061,47,Female,Outerwear,80,1,Monthly,No,4.7,0,🛒 Frequent Shoppers
3062,33,Female,Clothing,59,20,Every 3 Months,No,4.5,0,🛒 Frequent Shoppers
3063,51,Female,Accessories,96,39,Monthly,No,3.3,0,🛒 Frequent Shoppers
3064,26,Female,Accessories,43,24,Fortnightly,No,3.9,0,🛒 Frequent Shoppers
3065,22,Female,Accessories,76,49,Quarterly,No,3.6,0,🛒 Frequent Shoppers
3066,49,Female,Outerwear,59,7,Bi-Weekly,No,2.8,0,🛒 Frequent Shoppers
3067,58,Female,Clothing,48,13,Every 3 Months,No,4.3,0,🛒 Frequent Shoppers
3068,70,Female,Accessories,22,2,Weekly,No,3.5,0,🛒 Frequent Shoppers
3069,32,Female,Footwear,40,4,Weekly,No,4.2,0,🛒 Frequent Shoppers
3070,62,Female,Clothing,73,17,Quarterly,No,4.6,0,🛒 Frequent Shoppers
3071,52,Female,Footwear,26,43,Bi-Weekly,No,2.6,0,🛒 Frequent Shoppers
3072,23,Female,Clothing,41,6,Monthly,No,3.4,0,🛒 Frequent Shoppers
3073,26,Female,Accessories,98,46,Quarterly,No,3.1,0,🛒 Frequent Shoppers
3074,58,Female,Clothing,63,7,Bi-Weekly,No,3.6,0,🛒 Frequent Shoppers
3075,26,Female,Footwear,55,34,Fortnightly,No,4.2,0,🛒 Frequent Shoppers
3076,54,Female,Clothing,90,21,Every 3 Months,No,3.6,0,🛒 Frequent Shoppers
3077,66,Female,Accessories,46,13,Bi-Weekly,No,3.6,0,🛒 Frequent Shoppers
3078,60,Female,Clothing,88,33,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
3079,32,Female,Accessories,95,24,Bi-Weekly,No,2.5,0,🛒 Frequent Shoppers
3080,48,Female,Accessories,31,4,Annually,No,4.0,0,🛒 Frequent Shoppers
3081,69,Female,Clothing,42,5,Bi-Weekly,No,4.1,0,🛒 Frequent Shoppers
3082,64,Female,Footwear,44,11,Weekly,No,4.9,0,🛒 Frequent Shoppers
3083,56,Female,Clothing,99,20,Annually,No,4.0,0,🛒 Frequent Shoppers
3084,22,Female,Clothing,20,28,Quarterly,No,3.5,0,🛒 Frequent Shoppers
3085,46,Female,Accessories,37,43,Monthly,No,3.2,0,🛒 Frequent Shoppers
3086,24,Female,Clothing,50,10,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
3087,47,Female,Accessories,73,26,Every 3 Months,No,3.5,0,🛒 Frequent Shoppers
3088,62,Female,Clothing,84,29,Monthly,No,3.1,0,🛒 Frequent Shoppers
3089,34,Female,Clothing,64,35,Quarterly,No,3.3,0,🛒 Frequent Shoppers
3090,50,Female,Footwear,21,23,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
3091,29,Female,Clothing,36,15,Quarterly,No,4.9,0,🛒 Frequent Shoppers
3092,68,Female,Clothing,81,46,Annually,No,3.4,0,🛒 Frequent Shoppers
3093,52,Female,Accessories,54,14,Bi-Weekly,No,3.5,0,🛒 Frequent Shoppers
3094,29,Female,Clothing,63,17,Every 3 Months,No,4.8,0,🛒 Frequent Shoppers
3095,22,Female,Footwear,59,9,Weekly,No,2.7,0,🛒 Frequent Shoppers
3096,62,Female,Accessories,53,13,Fortnightly,No,3.4,0,🛒 Frequent Shoppers
3097,69,Female,Clothing,63,20,Monthly,No,3.5,0,🛒 Frequent Shoppers
3098,48,Female,Footwear,33,39,Quarterly,No,3.7,0,🛒 Frequent Shoppers
3099,66,Female,Clothing,64,50,Quarterly,No,3.3,0,🛒 Frequent Shoppers
3100,42,Female,Clothing,98,21,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
3101,50,Female,Accessories,85,3,Weekly,No,3.9,0,🛒 Frequent Shoppers
3102,32,Female,Accessories,82,9,Fortnightly,No,2.7,0,🛒 Frequent Shoppers
3103,51,Female,Outerwear,85,29,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
3104,27,Female,Clothing,37,42,Weekly,No,3.0,0,🛒 Frequent Shoppers
3105,43,Female,Clothing,56,41,Fortnightly,No,5.0,0,🛒 Frequent Shoppers
3106,48,Female,Clothing,33,17,Monthly,No,2.7,0,🛒 Frequent Shoppers
3107,62,Female,Footwear,57,20,Annually,No,4.7,0,🛒 Frequent Shoppers
3108,65,Female,Clothing,31,18,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
3109,50,Female,Clothing,69,7,Monthly,No,3.2,0,🛒 Frequent Shoppers
3110,60,Female,Outerwear,92,47,Fortnightly,No,4.3,0,🛒 Frequent Shoppers
3111,19,Female,Accessories,46,2,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
3112,21,Female,Accessories,81,25,Quarterly,No,4.9,0,🛒 Frequent Shoppers
3113,19,Female,Clothing,97,26,Annually,No,3.8,0,🛒 Frequent Shoppers
3114,46,Female,Clothing,93,2,Weekly,No,2.6,0,🛒 Frequent Shoppers
3115,21,Female,Accessories,56,45,Bi-Weekly,No,4.7,0,🛒 Frequent Shoppers
3116,26,Female,Accessories,53,9,Bi-Weekly,No,4.1,0,🛒 Frequent Shoppers
3117,50,Female,Outerwear,66,1,Weekly,No,3.7,0,🛒 Frequent Shoppers
3118,43,Female,Clothing,50,4,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
3119,61,Female,Clothing,97,31,Quarterly,No,4.7,0,🛒 Frequent Shoppers
3120,63,Female,Footwear,79,21,Every 3 Months,No,4.7,0,🛒 Frequent Shoppers
3121,46,Female,Clothing,76,32,Fortnightly,No,4.0,0,🛒 Frequent Shoppers
3122,63,Female,Clothing,38,16,Weekly,No,2.6,0,🛒 Frequent Shoppers
3123,23,Female,Clothing,45,34,Fortnightly,No,3.0,0,🛒 Frequent Shoppers
3124,57,Female,Accessories,77,40,Bi-Weekly,No,3.3,0,🛒 Frequent Shoppers
3125,57,Female,Accessories,51,4,Every 3 Months,No,3.4,0,🛒 Frequent Shoppers
3126,33,Female,Outerwear,26,3,Quarterly,No,4.0,0,🛒 Frequent Shoppers
3127,57,Female,Accessories,76,28,Bi-Weekly,No,2.6,0,🛒 Frequent Shoppers
3128,55,Female,Accessories,94,43,Every 3 Months,No,3.4,0,🛒 Frequent Shoppers
3129,65,Female,Outerwear,32,20,Annually,No,4.4,0,🛒 Frequent Shoppers
3130,60,Female,Footwear,20,40,Every 3 Months,No,4.7,0,🛒 Frequent Shoppers
3131,52,Female,Clothing,20,34,Every 3 Months,No,4.5,0,🛒 Frequent Shoppers
3132,34,Female,Outerwear,59,11,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
3133,33,Female,Clothing,97,26,Quarterly,No,4.2,0,🛒 Frequent Shoppers
3134,58,Female,Clothing,68,29,Bi-Weekly,No,4.1,0,🛒 Frequent Shoppers
3135,35,Female,Footwear,66,47,Weekly,No,4.4,0,🛒 Frequent Shoppers
3136,68,Female,Footwear,85,48,Fortnightly,No,4.7,0,🛒 Frequent Shoppers
3137,58,Female,Clothing,32,29,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
3138,34,Female,Outerwear,44,14,Monthly,No,2.7,0,🛒 Frequent Shoppers
3139,47,Female,Clothing,95,40,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
3140,35,Female,Accessories,85,4,Weekly,No,4.4,0,🛒 Frequent Shoppers
3141,34,Female,Accessories,44,37,Weekly,No,4.6,0,🛒 Frequent Shoppers
3142,36,Female,Accessories,30,47,Bi-Weekly,No,4.9,0,🛒 Frequent Shoppers
3143,23,Female,Footwear,21,1,Quarterly,No,4.0,0,🛒 Frequent Shoppers
3144,68,Female,Clothing,22,26,Quarterly,No,2.9,0,🛒 Frequent Shoppers
3145,23,Female,Footwear,70,12,Quarterly,No,2.6,0,🛒 Frequent Shoppers
3146,57,Female,Accessories,29,16,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
3147,21,Female,Clothing,83,19,Annually,No,4.9,0,🛒 Frequent Shoppers
3148,45,Female,Clothing,99,21,Weekly,No,4.3,0,🛒 Frequent Shoppers
3149,37,Female,Clothing,35,15,Weekly,No,4.3,0,🛒 Frequent Shoppers
3150,18,Female,Accessories,40,9,Annually,No,4.6,0,🛒 Frequent Shoppers
3151,55,Female,Clothing,25,7,Bi-Weekly,No,2.6,0,🛒 Frequent Shoppers
3152,52,Female,Clothing,64,47,Quarterly,No,3.1,0,🛒 Frequent Shoppers
3153,49,Female,Accessories,90,17,Monthly,No,3.1,0,🛒 Frequent Shoppers
3154,56,Female,Clothing,88,46,Fortnightly,No,3.1,0,🛒 Frequent Shoppers
3155,27,Female,Accessories,55,32,Quarterly,No,4.4,0,🛒 Frequent Shoppers
3156,22,Female,Accessories,90,34,Annually,No,4.3,0,🛒 Frequent Shoppers
3157,18,Female,Clothing,50,18,Monthly,No,3.1,0,🛒 Frequent Shoppers
3158,21,Female,Accessories,34,5,Fortnightly,No,3.1,0,🛒 Frequent Shoppers
3159,30,Female,Accessories,77,44,Monthly,No,4.9,0,🛒 Frequent Shoppers
3160,62,Female,Accessories,89,4,Quarterly,No,2.9,0,🛒 Frequent Shoppers
3161,28,Female,Accessories,87,37,Fortnightly,No,3.8,0,🛒 Frequent Shoppers
3162,66,Female,Clothing,77,43,Monthly,No,4.2,0,🛒 Frequent Shoppers
3163,66,Female,Footwear,85,28,Quarterly,No,3.9,0,🛒 Frequent Shoppers
3164,49,Female,Clothing,66,36,Monthly,No,2.8,0,🛒 Frequent Shoppers
3165,40,Female,Clothing,32,16,Annually,No,2.6,0,🛒 Frequent Shoppers
3166,49,Female,Outerwear,92,38,Every 3 Months,No,3.0,0,🛒 Frequent Shoppers
3167,19,Female,Clothing,80,37,Fortnightly,No,2.7,0,🛒 Frequent Shoppers
3168,24,Female,Clothing,78,9,Bi-Weekly,No,2.8,0,🛒 Frequent Shoppers
3169,31,Female,Clothing,24,14,Fortnightly,No,2.9,0,🛒 Frequent Shoppers
3170,35,Female,Clothing,59,3,Weekly,No,3.8,0,🛒 Frequent Shoppers
3171,65,Female,Accessories,41,10,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
3172,68,Female,Accessories,26,26,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
3173,57,Female,Clothing,52,30,Bi-Weekly,No,3.7,0,🛒 Frequent Shoppers
3174,69,Female,Clothing,46,32,Fortnightly,No,4.9,0,🛒 Frequent Shoppers
3175,45,Female,Clothing,52,35,Monthly,No,3.8,0,🛒 Frequent Shoppers
3176,35,Female,Clothing,42,26,Every 3 Months,No,3.4,0,🛒 Frequent Shoppers
3177,36,Female,Footwear,37,39,Monthly,No,4.6,0,🛒 Frequent Shoppers
3178,55,Female,Accessories,52,31,Monthly,No,3.2,0,🛒 Frequent Shoppers
3179,66,Female,Footwear,34,28,Annually,No,2.7,0,🛒 Frequent Shoppers
3180,57,Female,Clothing,88,12,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
3181,18,Female,Accessories,88,46,Weekly,No,3.8,0,🛒 Frequent Shoppers
3182,31,Female,Outerwear,51,27,Every 3 Months,No,4.4,0,🛒 Frequent Shoppers
3183,50,Female,Accessories,97,4,Annually,No,3.6,0,🛒 Frequent Shoppers
3184,50,Female,Footwear,56,14,Every 3 Months,No,3.5,0,🛒 Frequent Shoppers
3185,61,Female,Clothing,53,30,Quarterly,No,4.2,0,🛒 Frequent Shoppers
3186,52,Female,Clothing,71,6,Annually,No,4.7,0,🛒 Frequent Shoppers
3187,38,Female,Accessories,93,43,Annually,No,4.8,0,🛒 Frequent Shoppers
3188,67,Female,Clothing,72,28,Weekly,No,3.2,0,🛒 Frequent Shoppers
3189,42,Female,Clothing,59,39,Monthly,No,3.5,0,🛒 Frequent Shoppers
3190,25,Female,Footwear,87,30,Bi-Weekly,No,4.2,0,🛒 Frequent Shoppers
3191,41,Female,Clothing,78,5,Fortnightly,No,3.4,0,🛒 Frequent Shoppers
3192,62,Female,Clothing,68,42,Every 3 Months,No,4.7,0,🛒 Frequent Shoppers
3193,19,Female,Clothing,76,20,Fortnightly,No,3.0,0,🛒 Frequent Shoppers
3194,63,Female,Accessories,99,35,Fortnightly,No,4.0,0,🛒 Frequent Shoppers
3195,43,Female,Footwear,52,10,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
3196,68,Female,Accessories,58,36,Quarterly,No,4.9,0,🛒 Frequent Shoppers
3197,24,Female,Accessories,59,21,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
3198,27,Female,Clothing,71,29,Every 3 Months,No,3.2,0,🛒 Frequent Shoppers
3199,61,Female,Accessories,94,39,Weekly,No,2.8,0,🛒 Frequent Shoppers
3200,59,Female,Accessories,40,16,Monthly,No,4.2,0,🛒 Frequent Shoppers
3201,67,Female,Clothing,24,32,Monthly,No,4.8,0,🛒 Frequent Shoppers
3202,46,Female,Clothing,38,34,Monthly,No,2.8,0,🛒 Frequent Shoppers
3203,65,Female,Accessories,37,38,Annually,No,4.5,0,🛒 Frequent Shoppers
3204,63,Female,Outerwear,29,14,Annually,No,4.1,0,🛒 Frequent Shoppers
3205,57,Female,Outerwear,92,23,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
3206,40,Female,Clothing,24,50,Every 3 Months,No,4.4,0,🛒 Frequent Shoppers
3207,36,Female,Footwear,52,49,Monthly,No,3.0,0,🛒 Frequent Shoppers
3208,67,Female,Clothing,29,14,Annually,No,2.7,0,🛒 Frequent Shoppers
3209,61,Female,Accessories,30,42,Weekly,No,3.3,0,🛒 Frequent Shoppers
3210,64,Female,Footwear,31,39,Annually,No,4.3,0,🛒 Frequent Shoppers
3211,30,Female,Clothing,67,43,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
3212,53,Female,Clothing,65,12,Monthly,No,4.9,0,🛒 Frequent Shoppers
3213,27,Female,Footwear,22,21,Weekly,No,3.6,0,🛒 Frequent Shoppers
3214,27,Female,Accessories,56,33,Monthly,No,3.3,0,🛒 Frequent Shoppers
3215,53,Female,Clothing,78,6,Annually,No,3.1,0,🛒 Frequent Shoppers
3216,34,Female,Outerwear,90,10,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
3217,39,Female,Clothing,85,18,Weekly,No,3.4,0,🛒 Frequent Shoppers
3218,44,Female,Accessories,58,46,Weekly,No,3.4,0,🛒 Frequent Shoppers
3219,37,Female,Clothing,34,49,Monthly,No,3.9,0,🛒 Frequent Shoppers
3220,57,Female,Outerwear,40,39,Weekly,No,3.5,0,🛒 Frequent Shoppers
3221,38,Female,Accessories,29,16,Monthly,No,4.1,0,🛒 Frequent Shoppers
3222,21,Female,Clothing,76,28,Annually,No,3.2,0,🛒 Frequent Shoppers
3223,45,Female,Accessories,84,22,Quarterly,No,4.6,0,🛒 Frequent Shoppers
3224,68,Female,Clothing,65,36,Bi-Weekly,No,3.9,0,🛒 Frequent Shoppers
3225,37,Female,Clothing,80,18,Monthly,No,2.7,0,🛒 Frequent Shoppers
